nombre,cluster,calorias,proteina,grasa_total,carbohidratos,fibra
"Bebidas preparadas con agua y hielo, en polvo, con aspartamo, reducidas en calorías, chocolate, mezcla de bebidas lácteas",0,29,2.19,0.2,4.51,0.8
"Ensalada de frutas, sólidos y líquidos, almíbar espeso, en lata, tropical (piña y papaya y plátano y guayaba)",0,86,0.41,0.1,22.36,1.3
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, filete, lomo corto",11,276,23.96,19.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, filete de costilla",11,273,24.83,19.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, filete de costilla",11,303,22.92,24.0,0.0,0.0
"Carne de res, asada, cocida, elección, recortado a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, costilla para asar",11,303,23.92,23.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, asado de tres puntas, solomillo inferior",7,211,26.05,11.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete redondo superior, redondo",7,162,30.09,3.8,0.0,0.0
"Fórmula infantil, con DHA y ARA, no reconstituida, en polvo, con hierro, ALIMENTUM ADVANCE, ABBOTT NUTRITION",6,517,13.99,28.0,51.91,0.0
"Coctel de frutas, sólidos y líquidos, jugo en paquete, enlatado, (durazno y piña y pera y uva y cereza)",0,46,0.46,0.0,11.86,1.0
"Carne de res, cruda, todos los grados, recortada a 0 ""de grasa, parte magra y grasa, filete, lomo inferior, lomo exterior, lomo",13,142,21.59,5.5,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin labio, sin hueso, filete de costilla",7,206,28.11,10.0,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, falda exterior, sin hueso, filete al plato",11,291,27.03,20.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, falda exterior, sin hueso, filete al plato",11,268,28.65,17.0,0.0,0.0
"Carne de res, a la parrilla, cocida, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), costilla",11,291,25.85,20.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), costilla",11,341,22.54,27.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, parte magra y grasa, filete, punta central, codillo, redondo",7,188,26.88,8.1,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 0 ""de grasa, parte magra y grasa, filete, punta central, codillo, redondo",7,162,26.61,5.3,0.0,0.0
"Carne de res, asada, cocida, de todos los grados, recortada a 1/8 ""de grasa, sólo magro separable, con labio, con hueso, costilla para asar",7,231,27.12,14.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, lomo asado, lomo",7,177,27.51,7.5,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado superior, redondo",7,162,30.09,3.8,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, filete, lomo corto",7,213,28.16,10.0,0.0,0.0
"Ensalada de frutas, sólidos y líquidos, almíbar ligero, en lata (melocotón, pera, albaricoque, piña y cereza)",0,58,0.34,0.1,15.14,1.0
"Ensalada de frutas, sólidos y líquidos, almíbar espeso, en lata (melocotón, pera, albaricoque, piña y cereza)",0,73,0.34,0.1,19.11,1.0
"Carne de res, asada, cocida, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo superior petite asado",7,213,27.1,11.0,0.9,0.0
"Carne de res, asada, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo superior petite asado",7,239,26.8,14.0,1.1,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete de lomo, lomo",7,198,30.7,8.3,0.0,0.0
"Cerdo, a la parrilla, cocinado, con solución añadida, parte magra y grasa, sin hueso, lomo superior (chuletas), lomo, fresco",7,198,28.33,9.4,0.02,0.0
"Carne de res, asada, cocida, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, asado de costilla",11,277,24.85,20.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, sin manitas, pierna, fresco, importado, australiano",13,131,23.11,4.3,0.0,0.0
"Cordero, cocido, elegido, recortado a 1/4 ""de grasa, sólo magro separable, compuesto de cortes minoristas recortados, nacional",7,206,28.22,9.5,0.0,0.0
"Cordero, crudo, selecto, recortado a 1/4 ""de grasa, parte magra y grasa, compuesto de cortes recortados al por menor, nacional",11,267,16.88,22.0,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, filete de lomo/asado, lomo, alimentado con pasto, importado, australiano",13,151,20.53,7.6,0.01,0.0
"Carne de res, cruda, sólo magro separable, sin hueso, filete/asado, redondo, alimentado con pasto, importado, australiano",13,130,21.4,4.9,0.0,0.0
"Carne de res, asada, cocinada, elección, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de asado redondo, redondo",7,166,29.94,4.3,0.0,0.0
"Carne de res, asada, cocida, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, costilla para asar",11,290,23.36,22.0,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, sólo magro separable, America's Beef Roast, sin hueso, asado",13,133,20.52,5.7,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, America's Beef Roast, sin hueso, asado",13,139,20.67,6.2,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, asado, lomo de fondo, redondo",7,218,26.41,12.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, asado, ojo redondo, redondo",7,208,28.31,9.7,0.0,0.0
"Carne de res, cruda, elección, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado o filete, tira",13,145,21.19,6.5,0.39,0.0
"Margarina, barra, soja y soja parcialmente hidrogenada, 70% de grasa, aceite vegetal para untar tipo margarina",3,628,0.26,70.0,1.53,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, falda interior, sin hueso, filete al plato",7,223,30.64,11.0,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, falda interior, sin hueso, filete al plato",7,242,29.56,14.0,0.0,0.0
"Carne de res, asada, cocida, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de asado redondo, redondo",7,157,29.52,3.4,0.0,0.0
"Cordero, crudo, selecto, recortado a 1/8 ""de grasa, parte magra y grasa, compuesto de cortes recortados al por menor, nacional",11,243,17.54,19.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, chuletón, lomo corto",7,217,27.48,11.0,0.0,0.0
"Carne de res, asado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado superior, redondo",7,157,30.97,3.7,0.0,0.0
"Ensalada de frutas, sólidos y líquidos, en agua, en lata (melocotón, pera, albaricoque, piña y cereza)",0,30,0.35,0.1,7.87,1.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de lomo, lomo",7,217,30.21,9.7,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de lomo, lomo",7,202,30.93,7.7,0.0,0.0
"Cordero, estofado, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, brazuelo, fresco, importado, australiano",11,236,24.78,14.0,0.0,0.0
"Carne de res, asada, cocida, elección, recortado a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, costilla para asar",11,307,23.53,24.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, filete de costilla",11,313,22.71,25.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, filete de costilla",11,304,23.19,23.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete redondo superior, redondo",7,162,29.7,3.9,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete redondo superior, redondo",7,170,30.12,4.6,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, chuletón, lomo corto",7,206,28.45,9.4,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado o filete, tira",13,134,21.03,5.4,0.19,0.0
"Fórmula infantil, con ARA y DHA, concentrado líquido, (SIN LACTOSA), SENSITIVE, SIMILAC, ABBOTT NUTRITION",0,128,2.73,7.0,13.64,0.0
"Ensalada de frutas, sólidos y líquidos, jugo en paquete, enlatado, (melocotón y pera y albaricoque y piña y cereza)",0,50,0.51,0.0,13.05,1.0
"Postres de gelatina, vitamina C, sodio, potasio, fósforo añadido, con aspartamo, reducido en calorías, mezcla seca",15,345,55.3,0.0,33.3,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, carne asada",7,204,31.03,8.9,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de costilla",11,248,26.29,16.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de costilla",11,285,23.89,21.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, parte inferior, pierna, fresco, importado, australiano",13,187,20.97,11.0,0.0,0.0
"Cordero, estofado, cocido, sólo magro separable, entero (brazo y cuchilla), paleta, congelado, importado, Nueva Zelanda",7,285,34.06,16.0,0.0,0.0
"Carne de res, asado, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), ojo, costilla",11,265,26.58,17.0,0.0,0.0
"Carne de res, estofado, cocido, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, filete, lomo de fondo, redondo",7,247,32.76,12.0,0.0,0.0
"Carne de res, cruda, todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, sin hueso, filete de lomo superior, lomo",11,199,21.29,13.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de filete redondo, redondo",7,158,29.94,4.3,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de filete redondo, redondo",7,149,29.52,3.4,0.0,0.0
"Bebidas, calcio añadido, alto contenido de vitamina C, más del 3 % de jugo de fruta, azúcar reducido, bebida con sabor a fruta",0,29,0.0,0.4,6.67,0.0
"Carne de res, asado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado superior redondo, redondo",7,163,30.08,4.8,0.0,0.0
"Carne de res, asado, cocinado, elección, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, lomo asado, lomo",7,188,27.26,8.8,0.0,0.0
"Carne de res, asado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, lomo asado, lomo",7,174,27.38,7.1,0.0,0.0
"Cordero, asado a fuego lento, cocido, sólo magro separable, sin hueso, enrollado, paleta en red, importado, Nueva Zelanda",7,199,25.14,11.0,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete bajo la cuchilla, tira",7,222,30.91,11.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete bajo la cuchilla, tira",7,215,32.01,9.7,0.0,0.0
"Carne de res, cruda, sólo magro separable, sin hueso, filete chuletón/asado con labios, costilla, alimentado con pasto, importado, australiano",13,160,21.47,8.2,0.0,0.0
"Bebidas preparadas con leche entera, con nutrientes añadidos, en polvo, mezcla de bebidas con sabor a chocolate para leche",0,89,3.27,3.2,11.87,0.4
"Carne de res, cruda, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo superior petite asado/filete",13,187,21.1,11.0,0.3,0.0
"Carne de res, a la parrilla, cocida, selecta, recortado a 0 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), costilla",7,234,27.95,13.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo, fresco, importado, australiano",13,143,23.23,5.5,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 1/8 ""de grasa, parte magra y grasa, filete, lomo corto",11,263,26.21,17.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete de paleta",7,187,27.96,8.3,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete de paleta",7,202,28.28,9.8,0.0,0.0
"Cordero, crudo, elección, recortado a 1/4 ""de grasa, parte magra y grasa, entera (el brazo y al corte), paleta, nacional",11,264,16.58,21.0,0.0,0.0
"Cordero, crudo, elección, recortado a 1/8 ""de grasa, parte magra y grasa, entera (el brazo y al corte), paleta, nacional",11,244,17.07,19.0,0.0,0.0
"Carne de res, cruda, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de lomo superior, lomo",13,163,22.43,8.2,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete tierno, tira",7,181,32.96,5.4,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete tierno, tira",7,197,33.55,6.9,0.0,0.0
"Carne de res, a la parrilla, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), costilla",11,249,27.27,15.0,0.0,0.0
"Cordero, asado, cocido, sólo magro separable, entero (pierna y solomillo), pierna, congelado, importado, Nueva Zelanda",7,181,27.68,7.0,0.0,0.0
"Cordero, crudo, recortado a 1/4 ""de grasa, sólo magro separable, cortado en cubitos para guiso o brocheta (pierna y paleta), nacional",13,134,20.21,5.3,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, sin hueso, solomillo superior, lomo",13,191,19.9,12.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, bistec, lomo corto",11,284,24.85,20.0,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, sin hueso, filete de costilla/asado",11,244,18.85,19.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, parte magra y grasa, filete, con la punta, codillo, redondo",7,174,28.79,5.7,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, filete, con la punta, codillo, redondo",7,160,29.24,3.9,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado/filete, lomo",13,132,23.03,4.4,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado/filete, lomo",13,122,23.05,3.4,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, extremo grande (costillas 6-9), costilla",1,355,23.01,29.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, costillas, tiras",11,305,25.48,23.0,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, lomo superior filete/asado, lomo, alimentado con pasto, importado, australiano",11,199,19.9,13.0,0.11,0.0
"Cordero, crudo, elección, recortado a 1/8 ""de grasa, parte magra y grasa, entero (pierna y solomillo), pierna, nacional",11,209,18.47,14.0,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 0 ""de grasa, parte magra y grasa, sin hueso, costillas estilo campestre",11,205,18.97,14.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, filete, lomo superior, lomo corto",7,189,29.3,7.1,0.0,0.0
"Salchicha de pavo, cocida (incluye salchicha de pavo BUTTERBALL para el desayuno), dora y sirve, reducida en grasa",13,204,17.0,10.0,10.92,0.3
"Carne de res, cruda, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, filete de costilla/asado",11,255,18.13,20.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, asado, lomo de fondo, redondo",7,187,27.42,7.7,0.0,0.0
"Cerdo, a la parrilla, cocido, con solución añadida, sólo magro separable, sin hueso, lomo superior (chuletas), lomo, fresco",7,170,29.65,5.7,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, filete de falda por fuera, plato",11,255,23.51,17.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, chuletón, lomo corto",11,289,24.6,20.0,0.0,0.0
